"rep","parameter","value","sil_anchor","elapsed","error"
11,"k_nn",5,0.864888427066582,0.765000000000001,""
11,"k_nn",10,0.893620936874914,0.568999999999999,""
11,"k_nn",15,0.792804369235187,0.580000000000002,""
11,"k_nn",25,0.767202304605193,0.558000000000003,""
11,"k_nn",50,0.736052103610865,0.503999999999998,""
12,"lambda",1e-04,0.649985470944564,0.952,""
12,"lambda",0.001,0.649984351274496,0.832,""
12,"lambda",0.005,0.649979196235331,0.805,""
12,"lambda",0.01,0.649972406844113,0.802,""
12,"lambda",0.05,0.649907292621015,0.822,""
12,"lambda",0.1,0.64980372209351,0.792,""
12,"lambda",0.5,0.648398717334377,0.798,""
12,"lambda",1,0.6458120116738,0.766999999999999,""
12,"gamma_y",0,-0.143558522999204,0.795999999999999,""
12,"gamma_y",0.1,0.649946928089771,0.778,""
12,"gamma_y",0.5,0.649972395161997,0.802,""
12,"gamma_y",1,0.649972406844113,0.765000000000001,""
12,"gamma_y",2,0.649972088819873,0.802,""
